year_built,tax_assessment,finished_sq_ft,bathroom_count,bedroom_count,total_room_count,last_sold_price,zestimate_amount,valuation_low,valuation_high,percentile,page_view_count,image_count
60,92270.0,1500,1.5,3.0,6.0,955000,1035771,880405,1222210,75,2056,0
100,852353.0,1586,3.5,3.0,7.0,1228000,1231179,1169620,1292738,90,2373,24
80,718037.0,1619,2.0,4.0,7.0,1000000,947577,852819,1032859,48,3473,28
20,1934630.0,1740,2.5,3.0,6.0,3675000,2788122,2592953,2983291,80,1591,33
40,1398290.0,2497,2.5,3.0,8.0,1795000,2207305,1854136,2516328,93,1155,34
60,321492.0,1460,2.0,3.0,7.0,825000,810614,770083,851145,69,847,21
80,980000.0,2000,2.0,3.0,7.0,1310000,1197903,1054155,1293735,90,1704,0
20,540000.0,2050,2.0,5.0,9.0,935000,974196,915744,1061874,83,2079,14
40,460060.0,2808,2.0,4.0,9.0,840000,743778,669400,795842,98,781,0
100,1948730.0,4198,4.5,6.0,11.0,3050000,3050015,2714513,3233016,98,3948,83
40,436060.0,1762,1.5,5.0,8.0,550000,664370,631152,717520,75,224,1
80,492223.0,2926,3.0,4.0,8.0,526500,880121,818513,932928,86,2465,1
100,1979900.0,5196,4.5,4.0,10.0,2900000,2486847,2088951,2884743,97,4504,21
80,458529.0,2146,3.1,4.0,9.0,1442000,1311505,1245930,1403310,61,2137,56
60,54179.0,1155,1.0,2.0,6.0,769000,676526,595343,771240,18,690,0
40,215206.0,1400,2.0,3.0,12.0,750000,701592,624417,792799,82,5449,20
60,54185.0,1214,2.0,3.0,5.0,660000,730313,635372,861769,3,4260,0
100,1334000.0,3293,5.0,6.0,13.0,1280000,1415122,1330215,1514181,71,7457,14
40,421620.0,1806,2.0,4.0,7.0,725000,675130,621120,708886,94,2591,33
40,680154.0,2302,2.0,4.0,7.0,1400000,1905323,1562365,2400707,46,7791,12
40,795956.0,2876,4.0,4.0,13.0,850000,972307,816738,1137599,98,1543,10
40,609000.0,990,1.0,2.0,6.0,779000,807954,735238,856431,34,999,13
60,2234670.0,4595,3.5,6.0,11.0,2980000,2923150,2543140,3186234,96,908,25
80,754270.0,3298,5.0,6.0,9.0,955000,1016027,965226,1076989,95,583,0
80,655451.0,1584,2.0,3.0,7.0,952000,919294,854943,974452,54,2125,0
80,142000.0,1088,2.5,2.0,5.0,170000,195387,179756,222741,10,3006,15
20,2190000.0,3240,4.5,4.0,13.0,2850000,2806698,2666363,2947033,91,1367,8
60,1664640.0,2304,3.0,5.0,11.0,2466000,2428486,2161353,2695619,87,7653,1
80,387962.0,1653,3.0,2.0,6.0,731000,832242,782307,907144,31,2678,1
40,910000.0,2146,3.5,3.0,8.0,1265000,1275156,1198647,1377168,57,4417,0
80,1009350.0,1807,2.5,3.0,6.0,374500,966572,879581,1082561,5,4373,11
80,69373.0,1366,2.0,4.0,6.0,1350000,1415445,1245592,1542835,44,1071,25
80,201872.0,1150,2.0,2.0,4.0,515000,492786,468147,527281,16,1391,100
60,588066.0,1968,2.5,3.0,6.0,930000,848723,789312,916621,89,2650,104
40,820000.0,1494,1.0,3.0,6.0,1221000,1222713,1039306,1369439,49,1530,12
60,505484.0,1560,2.0,3.0,6.0,850000,846902,779150,906185,95,2714,0
40,233159.0,1497,1.0,3.0,7.0,711000,868308,798843,937773,19,4040,11
60,73572.0,1120,1.0,3.0,6.0,740000,698992,650063,754911,79,689,13
80,381433.0,1076,2.0,2.0,5.0,520000,539457,512484,566430,9,2120,0
80,759000.0,1802,2.0,3.0,7.0,1110000,1015473,913926,1117020,56,2223,14
60,654000.0,1000,2.0,2.0,5.0,970000,919434,855074,992989,59,2489,19
40,63187.0,896,2.0,2.0,8.0,1675000,1318364,1067875,1582037,17,2271,0
60,418903.0,1930,2.0,3.0,7.0,2005000,1684646,1583567,1802571,72,1199,25
80,943000.0,1938,2.5,4.0,8.0,1400000,1239744,1103372,1338924,85,2239,25
40,74961.0,1900,1.0,4.0,7.0,1700000,1380520,1228663,1601403,46,1110,46
40,688560.0,1760,2.0,3.0,7.0,1249000,815989,750710,881268,27,201,1
80,598000.0,2043,2.0,4.0,8.0,739000,736134,691966,787663,50,2023,0
40,531316.0,2550,4.0,3.0,9.0,760000,910331,755575,1001364,96,2902,0
60,1277000.0,2294,3.5,4.0,7.0,1800000,1753510,1595694,1893791,74,5100,1
40,50391.0,1491,2.0,3.0,9.0,620000,859786,739416,919971,50,6655,21
20,2479990.0,2340,2.0,3.0,6.0,2501000,2826602,2289548,3504986,89,3756,7
100,1232350.0,2474,3.0,4.0,9.0,2240000,2088344,1921276,2255412,56,1715,5
80,1086450.0,2022,3.0,3.0,7.0,1200000,1274005,1197565,1363185,37,5601,18
60,84575.0,1682,2.0,4.0,7.0,1025000,1116223,1026925,1216683,73,828,43
100,1820000.0,2128,3.0,4.0,9.0,2460000,2475027,2326525,2598778,82,4504,24
40,98833.0,3000,3.5,5.0,10.0,750000,827324,744592,910056,87,7741,21
60,107646.0,1583,2.0,3.0,5.0,2200000,1960862,1647124,2254991,72,883,0
80,415506.0,2347,3.0,4.0,9.0,780000,850967,791399,902025,75,1052,13
40,395438.0,3072,4.0,5.0,12.0,875000,926781,778496,1075066,97,1926,0
20,818694.0,1480,1.0,1.0,7.0,1227000,1005342,824380,1156143,64,4041,36
60,1447000.0,2157,3.0,4.0,9.0,2135000,1913813,1703294,2200885,85,2097,25
80,653996.0,2919,3.0,5.0,11.0,2250000,2227040,1982066,2382933,92,1642,3
40,1558000.0,1783,2.0,3.0,9.0,1800000,2029599,1441015,2536999,84,736,0
80,257400.0,662,1.0,2.0,5.0,205000,298476,259674,337278,9,1527,23
80,629199.0,3172,5.0,5.0,5.0,825000,1040695,822149,1332090,83,6554,24
80,83670.0,1720,3.0,4.0,7.0,1540000,1319570,1214004,1398744,38,2190,5
60,339904.0,1480,2.0,3.0,6.0,826000,785291,714615,926643,29,2238,15
60,551000.0,2374,3.0,4.0,11.0,735000,728862,670553,772594,63,1219,23
80,578574.0,2648,3.0,4.0,9.0,2100000,2079908,1892716,2267100,89,3883,2
60,1323400.0,1895,2.0,3.0,6.0,2000000,1748044,1608200,1922848,75,1703,23
100,759800.0,2521,2.0,3.0,7.0,863000,1059164,963839,1154489,68,5493,45
60,1664630.0,2877,3.0,5.0,9.0,1700000,1759691,1636513,1900466,78,1820,0
100,3506140.0,6400,5.0,5.0,10.0,4100000,4895137,3671353,6608435,96,3174,1
80,406531.0,1802,3.0,4.0,8.0,710000,720163,669752,792179,54,1316,0
80,572974.0,2037,3.0,4.0,10.0,902000,826896,752475,884779,71,1259,46
80,266946.0,3764,5.0,5.0,8.0,1770000,2091019,1902827,2300121,88,5559,36
60,83069.0,1757,2.0,4.0,8.0,1355000,1159646,985699,1321996,28,1590,20
60,63555.0,1151,1.0,3.0,6.0,1201000,1076660,958227,1184326,21,1148,15
80,1046380.0,3807,4.0,5.0,10.0,2100000,2378878,2117201,2569188,94,7230,57
100,683963.0,3104,3.0,5.0,10.0,1099000,1203051,1142898,1263204,95,2491,50
40,1221200.0,1700,1.5,3.0,8.0,1525000,1531230,1393419,1669041,23,1583,0
60,43144.0,1958,2.0,6.0,3.0,60200,114144,102730,127841,56,2219,6
60,61680.0,1319,2.0,3.0,6.0,800000,809902,769407,850397,68,1327,7
40,816007.0,2700,3.5,4.0,7.0,4000000,3533767,2614988,4523222,78,2907,62
60,642000.0,1059,1.0,2.0,5.0,750000,741694,689775,778779,25,1306,0
60,1029560.0,3394,3.5,4.0,11.0,2000000,1928361,1484838,2256182,94,4687,24
80,126602.0,1421,2.0,3.0,9.0,712000,648158,609269,680566,24,2424,38
60,842635.0,1415,2.0,3.0,6.0,1400000,1315545,1183991,1420789,35,2488,1
100,1168920.0,3985,4.5,5.0,10.0,2600000,2641547,2509470,2773624,97,3169,0
40,756822.0,1263,1.0,2.0,6.0,817000,807834,735129,856304,32,846,58
60,894236.0,1864,2.0,4.0,7.0,950000,992578,893320,1081910,77,453,0
40,30163.0,1135,2.0,2.0,5.0,332000,393749,350437,433124,31,1659,1
40,905501.0,1842,2.0,3.0,10.0,2200000,1618210,1246022,1877124,41,1970,0
60,63373.0,2146,2.0,5.0,11.0,865000,1066622,927961,1194617,83,7548,1
60,715100.0,1240,2.0,3.0,6.0,800000,783519,728673,822695,62,1130,1
60,229520.0,872,1.0,2.0,5.0,622000,617332,555599,679065,23,1280,20
60,330829.0,1346,2.0,3.0,5.0,850000,866433,797118,961741,52,971,38
60,748000.0,1508,2.0,3.0,9.0,950000,885883,806154,956754,48,927,19
40,180225.0,1264,1.0,2.0,7.0,530000,626873,589261,658217,14,252,1
20,1377000.0,1805,1.5,3.0,7.0,1600000,2012771,1771238,2455581,71,2603,1
80,170697.0,2561,3.0,5.0,11.0,970000,996638,926873,1076369,77,1431,0
80,610000.0,1796,2.0,3.0,6.0,722000,662467,629344,695590,37,4795,25
80,512091.0,2108,2.0,4.0,7.0,1700000,1693462,1557985,1795070,69,2063,23
60,424601.0,1264,1.0,3.0,6.0,1475000,1532854,1302926,1716796,65,3604,0
40,32752.0,993,1.0,2.0,2.0,46000,67091,59040,73800,7,151,1
80,266813.0,1346,2.0,3.0,6.0,1266500,922496,857921,987071,46,1180,35
80,441918.0,2533,3.0,5.0,10.0,725000,752494,714869,797644,59,3972,16
80,233043.0,1436,2.0,3.0,6.0,868000,857843,789216,917892,49,902,19
80,565000.0,2321,2.0,4.0,8.0,630000,794669,746989,850296,58,5950,6
60,222373.0,2215,3.0,4.0,7.0,1975000,2050584,1825020,2276148,89,1791,25
40,262000.0,1513,2.0,3.0,10.0,395000,403306,371042,431537,82,1471,0
80,298057.0,1487,2.0,3.0,6.0,630000,615375,578452,658451,24,828,0
100,29812.0,2800,3.5,5.0,6.0,2200000,2076500,1785790,2408740,90,13840,1
80,796152.0,3431,3.0,5.0,14.0,1190000,1237888,1175994,1349298,80,4435,13
80,726000.0,1882,2.5,2.0,7.0,1000000,1127889,936148,1342188,8,2818,1
60,913914.0,1979,4.0,4.0,7.0,1190000,1227470,1166097,1288843,51,3320,16
80,375094.0,1504,2.0,3.0,6.0,915000,912445,812076,967192,73,900,12
60,857000.0,1302,2.0,3.0,7.0,1305000,1419507,1291751,1518872,96,1255,5
80,486645.0,2102,3.5,5.0,8.0,874000,879976,827177,941574,81,1934,25
40,148737.0,1250,1.0,2.0,5.0,655000,838917,738247,964755,36,902,13
100,880000.0,2930,3.0,5.0,10.0,1050000,1083033,1007221,1169676,70,2162,1
80,932926.0,2202,2.0,3.0,7.0,1010000,1124102,1034174,1214030,23,8924,16
80,65810.0,1060,2.0,2.0,5.0,705000,760095,706888,805701,5,1343,15
40,63929.0,1100,1.0,2.0,5.0,775500,691894,595029,802597,1,2645,0
80,805837.0,3743,4.0,4.0,9.0,1220000,1215720,1154934,1337292,95,2626,25
40,222581.0,2373,3.0,4.0,12.0,860000,848603,763743,933463,48,978,29
20,524120.0,1500,1.0,3.0,6.0,670000,696989,641230,745778,77,1251,1
60,1070000.0,1594,2.0,3.0,7.0,1275000,1146284,1031656,1272375,39,3000,25
80,999714.0,2288,3.0,4.0,7.0,1436000,1247567,1147762,1334897,36,2648,18
100,1101840.0,3250,4.0,5.0,10.0,1410000,1293763,1190262,1423139,82,964,25
60,236391.0,1428,2.0,3.0,6.0,875000,870548,800904,940192,80,829,13
40,133148.0,3009,3.0,4.0,12.0,1210000,1406084,1279536,1532632,59,922,36
80,1414940.0,2834,3.5,4.0,9.0,1550000,1442433,1312614,1586676,61,875,18
80,585000.0,1290,1.5,2.0,4.0,725000,769917,708324,831510,34,1323,5
100,1401270.0,2426,3.0,4.0,9.0,1775000,1800632,1620569,1908670,80,2651,23
80,162795.0,1692,2.0,3.0,7.0,776000,815765,758661,856553,37,2531,41
80,783136.0,2241,2.5,4.0,9.0,868000,1061042,986769,1156536,82,2957,5
60,567435.0,860,1.0,3.0,5.0,1007000,837635,770624,921398,45,1199,12
60,93079.0,1822,2.5,3.0,7.0,1800000,1603799,1379267,1812293,60,1497,12
100,2051880.0,6517,6.0,5.0,12.0,3000000,3282091,2658494,3840047,99,5355,42
60,316945.0,1524,2.0,3.0,7.0,1305000,1016390,935079,1189176,18,1654,0
60,562377.0,1788,2.0,3.0,5.0,1099000,1069108,951506,1165328,69,1955,24
80,113839.0,2440,3.0,5.0,10.0,1565000,1512240,1421506,1618097,54,1744,25
40,353760.0,1966,2.5,5.0,10.0,585000,509379,473722,545036,87,2897,27
80,681000.0,1286,2.0,3.0,5.0,910000,857182,780036,934328,50,723,25
60,287484.0,2189,2.5,3.0,7.0,1905000,1687818,1485280,1907234,69,2216,1
80,546545.0,1535,2.0,3.0,4.0,645000,811028,697484,948903,84,4619,0
80,718037.0,1442,2.0,3.0,6.0,1200000,1095314,996736,1171986,83,858,0
80,801898.0,2800,3.0,4.0,10.0,990000,986573,907647,1055633,86,3037,74
20,981656.0,1800,5.0,7.0,11.0,1729000,1666362,1466399,1832998,62,6115,23
20,347680.0,1938,1.0,4.0,7.0,675000,597758,555915,639601,59,635,1
60,61805.0,1080,1.0,3.0,6.0,662000,652329,587096,684945,47,961,3
80,722160.0,1820,2.0,3.0,6.0,900000,806445,717736,879025,83,1520,1
60,634845.0,2276,3.0,5.0,9.0,1555000,1654412,1522059,1786765,65,2851,0
60,306353.0,1295,2.0,4.0,5.0,1210000,1076176,957797,1173032,21,1803,15
60,339460.0,1800,2.0,3.0,7.0,1550000,1485669,1262819,1708519,88,792,0
60,86429.0,1200,2.0,3.0,6.0,707000,694176,624758,742768,77,2110,22
40,1800000.0,3522,4.5,4.0,11.0,1760000,2027914,1744006,2433497,88,7426,16
80,1767990.0,2240,2.5,4.0,9.0,1922000,2061198,1813854,2308542,49,2368,49
60,234970.0,1088,2.0,2.0,6.0,245000,268235,252141,295058,28,177,1
100,67142.0,590,1.0,1.0,3.0,630000,584276,537534,648546,4,424,14
40,979190.0,1970,3.5,6.0,10.0,906667,1664395,1364804,1980630,72,619,0
80,674411.0,1504,2.0,3.0,6.0,945000,937803,853401,984693,77,1108,41
60,941171.0,1340,2.0,3.0,7.0,1353000,1273614,980683,1413712,49,6740,10
80,448641.0,1606,2.0,4.0,7.0,540000,583095,548109,612250,53,1947,12
80,684024.0,3120,3.0,4.0,10.0,1325000,1346375,1265592,1427158,87,1797,20
80,392153.0,1212,2.0,3.0,6.0,530000,502169,477061,532299,28,1443,75
60,626800.0,1471,2.0,3.0,7.0,968000,954441,858997,1030796,58,1352,42
40,371000.0,4400,8.0,9.0,21.0,535000,1063221,956899,1180175,89,773,4
100,931000.0,2445,3.0,5.0,10.0,1230000,1217322,1132109,1302535,92,2024,30
100,335252.0,1891,3.0,4.0,9.0,622500,649664,597691,682147,65,1400,25
40,785590.0,1359,3.0,3.0,8.0,900000,920672,828605,1003532,58,2748,6
80,641000.0,2009,3.0,4.0,10.0,925000,974831,877348,1062566,60,1852,24
40,740259.0,889,2.0,3.0,6.0,1150000,965133,858968,1080949,12,2638,0
60,323408.0,1983,2.0,3.0,7.0,790000,877536,807333,947739,76,919,13
80,113468.0,2412,3.0,5.0,11.0,2000000,1734726,1630642,1873504,73,1372,0
100,1986960.0,5151,5.5,6.0,12.0,2400000,2584041,2454839,2739083,97,3349,0
20,840000.0,1620,3.0,5.0,11.0,1500000,1454651,1309186,1571023,59,1214,32
80,475000.0,1570,2.0,3.0,6.0,660000,634788,584005,691919,45,1448,15
80,69187.0,1530,2.0,3.0,6.0,1530000,1219877,1122287,1341865,28,2134,4
40,54930.0,1296,1.0,2.0,5.0,2439000,931290,838161,1015106,55,947,0
60,77256.0,1486,2.0,3.0,6.0,838000,990710,891639,1089781,62,577,24
100,430000.0,1455,3.0,2.0,7.0,550000,551711,518608,590331,5,3489,24
60,453500.0,1200,2.0,3.0,5.0,850000,868938,773355,938453,53,1204,14
60,110657.0,2585,3.0,5.0,10.0,899000,1004962,904466,1105458,90,2620,20
40,334738.0,2603,4.0,4.0,9.0,5000000,3762749,3461729,4139024,77,1639,2
60,673223.0,1048,1.0,3.0,5.0,935000,943922,830651,1076071,15,1495,21
60,134548.0,2064,2.0,3.0,10.0,1450000,1683814,1313375,2037415,17,1534,7
40,799276.0,1677,2.0,3.0,8.0,1300000,1241508,1154602,1315998,60,1809,55
80,90763.0,1280,3.5,3.0,7.0,737000,664141,604368,717272,5,1862,5
80,539844.0,1754,2.0,3.0,6.0,695000,758360,705275,819029,41,2412,6
40,162474.0,672,1.0,2.0,4.0,411000,396797,357117,428541,21,227,3
60,912118.0,2158,3.0,5.0,10.0,1420000,1390799,1293443,1502063,58,3577,0
60,57077.0,1025,1.5,3.0,5.0,705000,751383,713814,826521,36,2135,2
40,421192.0,1391,2.0,3.0,6.0,465000,640665,570192,723951,73,6656,26
20,605373.0,3071,2.5,4.0,8.0,850000,753281,700551,836142,78,1120,24
80,911737.0,1685,2.0,3.0,7.0,1250000,1097443,1009648,1251085,68,4816,46
100,2184840.0,3877,4.5,5.0,12.0,2225000,2146780,1953570,2297055,99,3789,25
60,62624.0,1776,2.0,4.0,8.0,899000,994569,875221,1074135,83,5751,1
100,1733000.0,3326,3.5,4.0,11.0,2005000,1959957,1842360,2057955,85,2313,15
60,1165000.0,1740,2.0,4.0,8.0,1630250,1422391,1251704,1564630,75,1780,22
100,108288.0,2025,2.0,3.0,8.0,965000,976924,928078,1025770,60,1358,39
80,307771.0,825,1.0,1.0,3.0,729000,610502,543347,671552,14,999,5
60,81574.0,1485,1.5,3.0,7.0,825000,760477,714848,806106,58,602,13
60,53242.0,1092,1.0,3.0,6.0,599500,615747,584960,658849,18,1142,19
60,512925.0,850,1.0,2.0,4.0,1910000,1198904,983101,1486641,47,1014,5
60,765207.0,1802,3.0,5.0,7.0,940000,1004080,863509,1114529,71,1672,14
60,540000.0,1228,2.0,3.0,5.0,892000,798948,719053,878843,33,2446,22
60,676000.0,1356,2.0,3.0,6.0,725000,794329,730783,849932,65,1433,23
40,110290.0,2082,2.0,3.0,8.0,850000,745050,648193,841907,66,1875,34
80,116658.0,3047,4.0,5.0,7.0,2760000,2400283,2136252,2616308,70,1273,0
40,735343.0,1564,2.0,3.0,7.0,835000,801000,744930,873090,46,1331,0
40,521698.0,900,1.0,2.0,4.0,750000,774151,642545,890274,4,2968,10
40,993000.0,2296,1.0,3.0,10.0,1194500,1256119,1143068,1344047,64,1990,0
80,250965.0,1451,2.0,4.0,7.0,508100,651513,612422,684089,38,1996,1
100,729392.0,2417,3.0,4.0,11.0,1030000,983212,904555,1061869,92,1198,0
40,680450.0,2408,2.0,4.0,10.0,805000,810180,753467,883096,88,243,1
60,41984.0,950,1.0,2.0,5.0,975000,974928,848187,1101669,28,556,22
60,154683.0,1253,1.0,3.0,6.0,2000000,1355494,1219945,1504598,50,1813,21
80,279769.0,1743,2.0,3.0,9.0,860000,895077,823471,957732,49,705,16
60,46861.0,972,1.0,3.0,5.0,335000,320040,304038,336042,47,1516,15
100,1049550.0,4061,3.5,5.0,12.0,1018000,1740121,1653115,1827127,99,1924,27
60,70690.0,1513,2.0,3.0,6.0,1680000,1656191,1424324,1788686,65,1948,3
80,308328.0,1932,2.5,4.0,7.0,1250000,1068220,779801,1260500,41,2185,1
60,446569.0,2497,3.0,4.0,9.0,1915000,1659764,1543581,1809143,66,1378,34
80,350000.0,1291,2.0,2.0,6.0,580000,586167,556859,627199,26,1041,18
60,186780.0,1549,2.0,4.0,7.0,1865000,1674346,1439938,1942241,10,2337,0
40,1176140.0,2420,3.0,5.0,11.0,2300000,2639362,2296245,2956085,59,1275,4
60,1153050.0,1527,2.0,3.0,6.0,1850000,1621876,1411032,1816501,67,1962,15
40,292910.0,1948,3.0,3.0,6.0,479000,457308,420723,489320,73,5942,28
80,648534.0,1691,2.0,4.0,7.0,890000,949402,873450,996872,56,1821,12
100,1011870.0,2324,3.0,4.0,10.0,1149000,1124114,1056667,1225284,73,2341,0
100,1427000.0,3410,3.0,5.0,11.0,1775000,1704052,1567728,1823336,81,2738,49
40,317676.0,1800,1.0,3.0,6.0,1150000,908205,790138,1080764,20,1564,21
100,415585.0,2193,2.5,4.0,9.0,714000,772906,726532,811551,63,938,50
80,890000.0,2643,3.0,4.0,8.0,1380000,1313095,1221178,1378750,82,1322,0
40,494225.0,1072,1.0,2.0,5.0,1856000,1443179,995793,1775110,43,1610,0
60,4319520.0,4294,5.0,5.0,10.0,9500000,7235437,6294830,8031335,98,2385,0
100,1066000.0,3305,4.0,5.0,10.0,1230000,1326478,1220360,1432596,96,2667,20
40,116686.0,704,1.0,2.0,5.0,280000,253164,210126,288607,19,2107,10
60,1163670.0,1889,2.0,4.0,7.0,1920000,1906205,1639336,2173074,34,1988,19
100,734000.0,1960,2.5,3.0,6.0,808000,863498,811688,906673,80,1099,18
40,1062780.0,2175,2.0,4.0,6.0,1400000,1646477,1415970,1860519,88,3364,29
40,135320.0,1898,1.0,3.0,4.0,256200,316758,294585,342099,50,2229,19
40,983177.0,1817,1.0,3.0,9.0,1275000,1199682,1127701,1295657,35,2176,31
80,1343500.0,2178,2.5,4.0,8.0,1450000,1400369,1316347,1498395,66,1279,13
40,500000.0,2070,3.0,5.0,11.0,375000,557798,496440,630312,37,3058,10
60,78943.0,1480,1.0,3.0,5.0,1825000,1753602,1525634,1928962,62,1197,0
40,772000.0,1811,2.0,3.0,10.0,997000,1002545,922341,1092774,32,1383,0
60,73688.0,1558,2.0,3.0,7.0,915000,1057544,951790,1142148,62,1327,6
80,458668.0,2469,2.5,4.0,9.0,1070000,1065073,1001169,1160930,66,2702,38
60,595000.0,1370,1.5,3.0,6.0,796000,820979,730671,886657,94,3134,23
60,851000.0,1078,1.0,2.0,6.0,1315000,1191687,1036768,1275105,43,1375,0
100,1085920.0,4708,4.5,4.0,10.0,1400000,1380832,1284174,1491299,97,4065,25
60,1385500.0,2725,3.0,5.0,12.0,1796500,1744520,1604958,1884082,95,1259,0
40,708000.0,2208,1.5,3.0,7.0,620000,622685,572870,672500,76,1517,6
80,332066.0,1580,2.5,4.0,7.0,785000,724894,652405,804632,69,1778,22
80,575000.0,2288,2.5,4.0,4.0,690000,742725,683307,787289,51,1760,0
100,2941500.0,5000,4.0,5.0,11.0,3100000,3377726,2972399,3816830,87,4238,49
80,1439000.0,2322,3.0,4.0,10.0,2225000,1728848,1607829,1867156,73,1150,25
60,63881.0,1396,2.5,3.0,6.0,830000,821889,756138,887640,36,1178,0
80,215386.0,1164,2.0,3.0,6.0,575000,569520,541044,597996,11,1316,16
60,620000.0,1300,2.0,2.0,6.0,768000,758277,682449,803774,88,4565,97
80,922600.0,1734,2.0,3.0,7.0,1018000,982113,893723,1090145,24,2469,23
80,1177450.0,2160,3.0,4.0,8.0,1615000,1719922,1530731,1840317,96,987,0
40,99394.0,2016,1.5,4.0,7.0,1810000,1788114,1627184,1949044,79,1294,0
80,306917.0,1101,2.0,3.0,6.0,500000,504641,479409,529873,30,2952,5
80,1879000.0,2418,3.0,4.0,8.0,2500000,2260264,1989032,2531496,62,2150,24
100,204270.0,2668,4.0,5.0,8.0,238900,228728,217292,244739,82,1838,1
80,693328.0,800,1.0,1.0,3.0,775000,779521,685978,880859,10,1473,32
60,102094.0,1473,2.0,3.0,7.0,1299000,1336745,962456,1657564,11,1031,0
60,242639.0,1455,2.0,3.0,6.0,1150000,1129083,1004884,1241991,73,13297,1
100,2205140.0,4339,3.0,4.0,10.0,2770000,2758902,2593368,2952025,97,3515,48
40,173014.0,1164,1.0,2.0,6.0,510000,470743,418961,531940,12,971,0
80,155799.0,1070,1.0,3.0,6.0,550000,620772,564903,676641,33,881,11
60,206060.0,2024,2.0,3.0,3.0,180000,361050,310503,404376,98,1077,1
60,278844.0,1644,2.0,3.0,6.0,1650000,1353792,1231951,1502709,55,1482,25
40,89345.0,2682,4.0,4.0,7.0,2300000,2235389,1833019,2615405,77,7104,34
100,1782000.0,3320,3.5,4.0,11.0,2062000,2002923,1902777,2123098,86,2315,0
60,47142.0,1435,2.0,3.0,4.0,887000,817463,743891,882860,70,2813,14
100,919349.0,1463,3.0,3.0,7.0,900000,885953,797358,956829,51,1737,13
60,880152.0,3730,4.5,5.0,5.0,1350000,1404370,1165627,1643113,87,9550,31
40,768943.0,2465,3.0,4.0,9.0,3200000,2702410,2486217,3026699,80,2310,28
60,74609.0,1373,2.0,3.0,6.0,870000,871811,802066,950274,54,1378,34
80,979194.0,2202,2.0,3.0,7.0,1085000,1167419,1074025,1272487,26,8775,56
60,91262.0,1832,2.0,4.0,7.0,1080000,1160680,1079432,1253534,28,1416,0
80,193285.0,2076,2.0,3.0,7.0,1300100,1302787,1107369,1433066,90,1550,25
40,688744.0,1135,1.5,3.0,6.0,880000,885089,814282,955896,40,5729,29
60,204515.0,1284,2.0,3.0,6.0,1501500,1379520,1200182,1558858,40,1215,5
80,688000.0,2034,2.5,4.0,7.0,940000,1009671,908704,1100541,63,2194,85
60,523515.0,1040,1.0,3.0,5.0,730000,652243,593541,704422,34,1130,0
80,494713.0,2013,2.0,5.0,7.0,900000,1199166,1091241,1331074,79,2224,0
40,296000.0,1543,1.5,2.0,7.0,485000,499148,474191,544071,48,437,1
60,443341.0,1576,1.5,2.0,7.0,755000,749051,704108,808975,58,2226,0
100,657000.0,1409,3.0,3.0,7.0,907440,862330,793344,931316,18,1596,51
20,45916.0,1655,2.0,3.0,8.0,840000,1162942,1046648,1221089,76,2400,22
100,412868.0,1390,3.5,3.0,6.0,900000,861001,783511,938491,46,803,17
100,2054140.0,3034,3.0,4.0,9.0,2350000,2093209,1883888,2302530,48,7140,92
60,87949.0,2010,2.0,3.0,6.0,835000,829778,779991,887862,72,2438,61
60,59803.0,1141,2.0,3.0,6.0,700000,683647,635792,752012,34,1604,0
60,796970.0,1650,2.0,3.0,6.0,848345,866787,806112,927462,51,4120,4
80,263520.0,2772,3.5,4.0,4.0,625000,670494,569920,744248,84,2080,24
100,796656.0,4113,2.5,3.0,5.0,1250000,1862204,1508385,2253267,97,11284,39
80,465894.0,3198,3.0,5.0,5.0,850000,903754,777228,1021242,80,1455,27
40,39573.0,1205,1.0,2.0,7.0,613500,717314,659929,753180,26,983,1
60,440088.0,940,1.0,2.0,5.0,675000,686799,638723,728007,76,1279,1
40,309240.0,1224,3.0,4.0,9.0,146667,477597,453717,511029,46,62,1
60,256962.0,1657,2.0,4.0,7.0,1450000,1501033,1335919,1621116,77,3120,34
60,133620.0,1114,3.0,3.0,5.0,255000,231236,217362,254360,56,1386,1
80,1299270.0,2994,3.5,4.0,13.0,3330000,3571709,3357406,3750294,97,1547,13
40,1203180.0,5456,6.0,5.0,5.0,1900000,2718008,1739525,3886751,97,7881,58
80,618800.0,1712,2.5,3.0,6.0,662000,737356,700488,796344,24,2223,12
80,778002.0,1824,2.0,4.0,8.0,2000000,1943745,1846558,2060370,33,1996,20
60,838800.0,3296,4.0,4.0,7.0,1070000,1315065,1183559,1459722,97,2127,0
80,462904.0,1692,3.0,3.0,7.0,1625000,1325450,1073614,1537522,50,1193,0
40,73500.0,1524,1.0,2.0,5.0,1500000,920165,818947,1113400,52,1148,0
40,637903.0,1961,2.0,3.0,9.0,773000,875141,813881,962655,53,3045,23
40,1456700.0,2220,2.5,3.0,6.0,2275000,2204088,1785311,2600824,41,1401,18
60,175429.0,1144,1.0,2.0,4.0,377000,492825,463255,527323,25,1314,19
80,908417.0,2296,3.0,4.0,8.0,1325000,1313184,1234393,1431371,61,3190,29
40,779000.0,3780,4.0,5.0,11.0,892000,937799,890909,984689,92,277,0
80,82508.0,1655,2.0,4.0,7.0,1175000,960166,902556,1036979,22,1392,16
60,63750.0,1192,1.0,3.0,6.0,1325000,1152108,1048418,1232756,45,1260,12
100,870100.0,3200,3.0,4.0,9.0,1035000,1149299,1068848,1252736,89,1403,0
