year_built,tax_assessment,finished_sq_ft,bathroom_count,bedroom_count,total_room_count,last_sold_price,zestimate_amount,valuation_low,valuation_high,percentile,page_view_count,image_count
40,434000.0,1632,2.0,3.0,6.0,195000,663849,590826,776703,38,436,0
60,99323.0,992,1.0,2.0,2.0,189000,188506,177196,197931,6,577,8
100,1829330.0,3204,3.5,4.0,9.0,2558000,2194097,2018569,2391566,92,3022,25
80,674501.0,1493,3.0,3.0,6.0,791000,788513,725432,851594,33,2817,1
80,146768.0,1487,2.0,3.0,6.0,605000,628843,597401,660285,31,1160,20
80,55868.0,914,1.0,2.0,4.0,685000,736821,677875,788398,4,1309,17
60,481041.0,1395,2.0,3.0,5.0,450000,512479,476605,548353,12,217,0
80,552675.0,1167,2.5,2.0,6.0,667500,661714,615394,701417,20,3754,27
80,614811.0,1701,2.5,3.0,7.0,832000,719820,683829,763009,21,4533,10
60,1969000.0,3125,4.0,5.0,10.0,2459000,2829044,2574430,3027077,82,11257,41
60,654000.0,1428,3.0,3.0,5.0,880000,752357,699692,797498,57,2770,10
80,544462.0,1940,2.0,4.0,6.0,1150000,998355,888536,1098190,98,1500,59
60,414489.0,1264,2.0,3.0,6.0,642500,637665,605782,675925,31,4440,16
80,1696790.0,3536,3.0,5.0,10.0,1720000,1932124,1777554,2241264,47,2316,20
80,525402.0,1580,2.5,4.0,6.0,775000,718109,653479,789920,68,2735,7
80,819065.0,3350,3.0,4.0,8.0,1185000,1162142,1069171,1278356,94,1566,76
60,225364.0,1543,2.0,3.0,8.0,748000,696677,627009,752411,46,3269,56
60,53613.0,1080,1.0,3.0,5.0,660000,690129,648721,731537,36,1056,0
60,101457.0,1439,1.5,3.0,5.0,2600000,1959212,1430225,2546976,23,960,0
80,728066.0,1488,2.0,3.0,6.0,795000,853112,784863,912830,74,1835,59
80,525300.0,1671,2.5,3.0,7.0,695000,749479,689521,801943,28,12280,7
40,1607370.0,3954,3.0,4.0,12.0,1900000,2318990,1646483,2945117,90,4319,14
80,62624.0,1450,2.0,4.0,8.0,686000,674969,641221,708717,45,5541,16
60,86275.0,1693,1.5,3.0,7.0,940500,794670,739043,842350,65,1305,22
40,1647050.0,3630,4.0,5.0,9.0,1950000,1854993,1632394,2114692,85,2317,1
40,252200.0,1528,1.0,2.0,7.0,386250,380323,357504,410749,47,2399,10
60,356141.0,1205,2.0,3.0,5.0,1250000,1213215,1091894,1310272,34,3475,13
60,1471000.0,2006,2.0,3.0,6.0,2054000,1965680,1690485,2221218,35,2104,0
80,527000.0,1400,2.0,3.0,5.0,627000,693346,624011,762681,61,2036,0
80,842000.0,1655,2.0,3.0,7.0,1450000,1317221,1159154,1462115,53,629,7
80,681044.0,2548,3.0,6.0,11.0,1300000,1303461,1238288,1368634,94,1520,30
40,96200.0,1574,1.75,4.0,8.0,1775000,1222282,1026717,1430070,20,1143,68
100,974099.0,2948,2.5,4.0,10.0,1225000,1312629,1181366,1443892,86,3276,47
100,390026.0,1900,3.0,4.0,8.0,910000,990673,921326,1050113,61,750,21
60,59999.0,1551,1.0,3.0,7.0,1510000,1510811,1329514,1677000,54,2630,14
80,185142.0,3026,3.0,5.0,10.0,2750000,2689385,2259083,3388625,56,951,25
60,46486.0,908,1.0,2.0,5.0,565000,609181,572630,651824,17,919,0
80,854620.0,1678,2.0,3.0,6.0,1200000,1226272,1152696,1348899,90,1265,1
60,138371.0,1262,2.0,3.0,5.0,675000,681631,640733,722529,42,1069,0
60,238511.0,1410,2.0,3.0,7.0,1370000,1343438,1155357,1585257,39,1421,14
100,1085810.0,3000,3.0,5.0,8.0,1545000,1500772,1365703,1650849,97,5940,16
80,165996.0,1904,2.5,3.0,7.0,800000,884347,760538,990469,62,4705,15
100,1851400.0,6500,3.0,4.0,9.0,2350000,3176703,2350760,3907345,99,6125,15
40,833000.0,1696,1.0,3.0,7.0,1005000,931783,829287,1043597,55,1304,0
60,869327.0,1275,3.0,3.0,6.0,1000000,1063136,903666,1211975,38,2668,0
40,883764.0,2054,3.0,3.0,8.0,1085000,1200976,1104898,1309064,79,791,25
80,507957.0,2437,2.5,4.0,9.0,750000,788077,748673,851123,30,1161,0
60,411891.0,2170,2.5,4.0,8.0,1450000,1518551,1381881,1715963,78,4874,27
80,155168.0,1902,2.0,4.0,7.0,795000,763125,702075,831806,61,1711,0
60,223926.0,1255,1.5,3.0,7.0,455000,460874,437830,483918,37,1889,0
40,294020.0,2493,4.0,3.0,6.0,800000,545370,496287,583546,93,455,31
60,62049.0,1543,2.0,3.0,7.0,879000,896650,824918,986315,50,2327,5
100,587000.0,1362,2.5,2.0,6.0,760000,799139,743199,847087,10,2661,6
60,489600.0,1049,1.0,2.0,5.0,645000,625491,587962,663020,28,677,1
40,600000.0,1288,1.0,3.0,6.0,768000,717805,660381,775229,23,1496,0
40,58289.0,1272,1.0,2.0,7.0,785000,775789,713726,892157,16,1454,0
80,114525.0,2300,3.0,5.0,10.0,1950100,1942440,1767620,2058986,86,2213,1
60,500308.0,1590,3.0,3.0,6.0,780500,831447,764931,897963,55,5425,10
60,183978.0,2776,3.0,5.0,9.0,999000,1137354,978124,1285210,87,2289,30
60,815000.0,2080,2.5,4.0,8.0,815000,910314,846592,974036,84,1358,25
80,616921.0,2088,3.0,3.0,8.0,840000,819611,770434,860592,70,1212,0
100,557000.0,1436,2.0,3.0,7.0,621000,668757,621944,708882,39,951,25
80,731468.0,2566,3.0,5.0,12.0,1199500,1303571,1238392,1368750,94,2063,26
60,1760750.0,2316,3.5,3.0,8.0,2138000,2033717,1911694,2176077,53,1549,44
60,563365.0,1056,2.0,3.0,6.0,715000,703339,661139,738506,28,1838,0
60,698902.0,2423,2.5,3.0,7.0,1300000,1168511,1028290,1332103,77,1071,25
60,389000.0,985,1.0,3.0,5.0,580000,592560,562932,628114,15,2457,13
60,547000.0,1092,1.0,3.0,6.0,722000,588999,559549,647899,15,2227,2
100,769926.0,1755,2.0,4.0,10.0,1625000,1388223,1235518,1513163,64,8237,104
60,70124.0,1371,2.0,3.0,6.0,1325000,1398050,1244264,1523874,72,1435,0
80,175197.0,1533,2.0,3.0,6.0,1230000,1096091,1008404,1183778,67,1080,1
100,1120000.0,2695,3.0,4.0,11.0,1265000,1354508,1246147,1449324,68,1029,46
80,381943.0,1082,2.0,2.0,5.0,465000,525093,493587,561850,1,626,0
100,446045.0,2045,3.0,4.0,9.0,735000,796700,740931,836535,92,705,20
80,463834.0,1115,2.0,3.0,6.0,1470000,1305187,1083305,1487913,34,2047,30
60,1259300.0,1638,2.0,3.0,6.0,1925000,2015236,1652494,2317521,52,1732,0
100,1620000.0,3200,0.5,5.0,7.0,4000000,2927784,2664283,3308396,84,1928,25
80,1454420.0,2145,2.5,3.0,8.0,2350000,2367095,2059373,2651146,68,2701,20
60,281030.0,1432,2.0,2.0,10.0,639500,703512,668336,759793,41,1242,11
80,438322.0,2188,2.5,4.0,10.0,893000,893898,840264,956471,87,1796,53
40,314680.0,1182,1.5,3.0,6.0,499999,504356,469051,544704,86,309,1
60,154467.0,2314,3.0,4.0,8.0,1845500,1644653,1545974,1842011,8,1352,23
80,1110500.0,2629,4.0,4.0,9.0,1110500,1208284,1111621,1329112,78,1343,0
80,1560600.0,3280,3.0,4.0,10.0,2740000,2648833,2436926,2781275,94,5389,26
60,78944.0,1525,2.0,4.0,7.0,1400000,1228812,1105931,1363981,36,1273,30
60,629247.0,1040,1.0,2.0,4.0,1825000,1598354,1454502,1742206,93,925,14
60,87578.0,1940,2.0,4.0,8.0,949000,1067151,981779,1195209,69,1736,0
100,467467.0,1789,3.0,3.0,6.0,705000,806985,750496,871544,36,3893,0
80,151619.0,2520,3.0,4.0,12.0,895000,721941,664186,758038,72,1134,35
60,410791.0,1713,3.0,4.0,7.0,1505000,1332150,1198935,1452043,54,2355,25
60,638247.0,1768,2.0,4.0,7.0,1802000,1504337,1338860,1594597,77,1756,6
40,750000.0,1494,2.0,3.0,7.0,869000,993760,894384,1162699,68,897,1
100,1710100.0,2653,3.5,4.0,10.0,2075000,1973208,1815351,2111333,50,1170,38
60,1316560.0,2574,3.0,5.0,11.0,2133000,2188576,1925947,2451205,92,4395,2
60,620000.0,2330,2.5,4.0,7.0,1063000,1017159,915443,1108703,78,1189,25
80,87389.0,1831,2.0,3.0,7.0,950000,941025,893974,1025717,70,10637,24
100,1364380.0,3293,4.0,6.0,12.0,1485000,1486986,1412637,1561335,73,917,25
40,449850.0,2184,3.5,4.0,7.0,570000,525150,488389,577665,90,2599,27
60,382361.0,3487,3.0,4.0,10.0,1750000,1800755,1692710,1944815,80,2650,50
80,423676.0,1346,2.0,3.0,6.0,875000,873101,785791,934218,54,3724,6
80,960005.0,3684,3.5,5.0,9.0,1255000,1244980,1157831,1344578,80,2253,0
60,63933.0,800,1.0,2.0,4.0,690000,664710,591592,751122,1,2396,0
80,333000.0,785,2.0,2.0,4.0,450000,437636,402625,468271,5,2314,0
80,1793620.0,3103,3.5,4.0,9.0,2165000,1977573,1799591,2175330,36,4771,21
80,488000.0,2915,4.0,3.0,14.0,529950,609433,578961,639905,96,1665,44
40,70123.0,1750,2.0,3.0,6.0,1810000,1469486,1322537,1689909,45,1392,16
60,228510.0,1080,2.0,3.0,7.0,307600,333458,316785,350131,29,847,6
80,654654.0,1560,3.0,5.0,11.0,750000,717413,652846,789154,68,1420,51
60,453642.0,2182,2.0,4.0,8.0,1260000,1365078,1242221,1528887,39,5574,27
60,65569.0,1216,2.0,3.0,6.0,1345000,1414102,1343397,1484807,74,2356,20
100,272800.0,960,2.0,2.0,2.0,500000,430615,400472,456452,54,250,1
60,140040.0,2205,3.0,3.0,3.0,469000,467573,439519,490952,70,2915,18
80,400741.0,2009,3.5,3.0,9.0,946000,899319,836367,971265,52,1560,0
40,691000.0,2613,4.0,6.0,12.0,620000,707115,636404,820253,67,1371,0
60,98664.0,2292,2.0,3.0,8.0,849100,1059671,974897,1176235,68,1539,0
80,84614.0,2180,3.0,5.0,9.0,775000,880075,774466,968082,88,1369,1
80,552510.0,1535,3.0,4.0,5.0,625000,689027,620124,771710,59,5874,7
80,432840.0,1832,3.0,3.0,7.0,569000,677657,623444,731870,5,501,0
60,712145.0,1816,2.0,3.0,8.0,1104545,1154014,1061693,1304036,77,990,0
80,265000.0,1312,3.0,2.0,8.0,325000,335436,315310,362271,24,2904,30
80,864780.0,2038,3.0,3.0,7.0,1500000,1452764,1307488,1583513,94,1611,25
40,1321570.0,1274,1.0,2.0,5.0,2530000,2042544,1552333,2634882,35,2006,25
60,646615.0,1919,2.0,4.0,7.0,1470000,1597831,1470005,1789571,85,1508,20
80,211031.0,3809,4.0,6.0,11.0,3550000,6234739,5174833,7793424,96,2977,15
60,163339.0,1600,2.0,3.0,8.0,1700000,1631483,1452020,1827261,57,2236,4
60,186744.0,1791,2.0,3.0,4.0,300000,290384,275865,307807,73,2281,41
60,601000.0,2217,3.0,3.0,8.0,790000,738303,686622,789984,82,3186,9
80,448411.0,1662,2.0,3.0,6.0,495000,581319,552253,610385,54,233,1
80,912485.0,2026,3.0,4.0,7.0,1550000,1294316,1138998,1384918,51,2476,48
40,552000.0,2430,3.0,5.0,10.0,465000,536777,493835,633397,17,838,0
80,564000.0,1080,2.0,3.0,5.0,650000,702635,660477,737767,49,1030,18
60,140108.0,1229,1.0,3.0,8.0,1415000,1671866,1471242,1855771,59,5125,5
80,809427.0,3231,3.5,4.0,6.0,1710000,2207455,1434846,2759319,87,5338,0
60,667778.0,1789,2.0,3.0,7.0,2500000,2182059,1789288,2487547,81,1329,0
80,73689.0,1756,2.0,4.0,7.0,790000,778445,731738,864074,67,1967,0
60,320977.0,1303,2.0,3.0,6.0,1035000,1085574,987872,1194131,82,1436,5
20,842000.0,1620,3.0,5.0,10.0,1440000,1412712,1285568,1539856,57,3559,10
20,726102.0,1890,2.0,3.0,7.0,1675000,1623540,1396244,1737188,29,1865,41
60,67138.0,1350,2.0,3.0,6.0,620000,631712,581175,682249,47,2068,44
60,420558.0,2150,3.0,4.0,7.0,1252000,1250950,1163383,1363535,83,3653,36
40,482100.0,1200,1.0,3.0,5.0,618000,629275,534884,704788,95,1135,11
40,702312.0,937,1.0,2.0,6.0,850000,874465,752040,970656,15,1314,3
40,817263.0,1138,1.5,2.0,7.0,890000,820582,738524,886229,49,1907,25
60,120973.0,1414,2.0,3.0,6.0,1300000,1385305,1149803,1662366,11,3727,11
100,551860.0,1500,2.0,3.0,5.0,551860,632960,575994,689926,65,2639,4
20,1196790.0,1300,1.0,3.0,8.0,1751000,1395044,1129986,1590350,65,3517,17
60,917481.0,1385,2.0,3.0,6.0,1395000,1242884,1118596,1367172,38,1585,5
60,71250.0,1508,2.0,3.0,5.0,971000,974371,847703,1110783,74,4010,2
80,243843.0,2385,3.0,5.0,9.0,870500,934837,832005,1018972,83,1065,40
80,323136.0,1617,2.0,3.0,7.0,1450000,1328215,1235240,1421190,63,2665,1
100,1245000.0,2833,3.0,4.0,11.0,1385000,1456230,1368856,1529041,72,2133,25
40,761000.0,1612,2.0,3.0,7.0,1115000,1056501,940286,1193846,75,1509,0
80,98820.0,1893,2.0,4.0,8.0,2400000,1960304,1803480,2195540,72,1274,0
40,474000.0,2000,2.0,4.0,10.0,320000,609224,542209,688423,29,1744,1
40,238490.0,1301,2.0,3.0,7.0,414000,332453,305857,362374,26,840,1
80,758630.0,1817,3.0,4.0,8.0,1250000,1211802,1151212,1272392,82,5244,18
40,704000.0,971,1.0,2.0,6.0,810000,751242,713680,788804,38,360,0
80,63556.0,1472,2.0,3.0,7.0,555000,595573,559839,625352,17,898,18
40,1795000.0,5860,4.0,4.0,12.0,2400000,2523260,1942910,3330703,95,4100,21
40,226900.0,928,1.0,2.0,5.0,440000,360743,306632,411247,8,915,1
40,260820.0,1134,3.0,5.0,6.0,360000,346801,325993,378013,31,2257,9
60,497310.0,1294,1.5,3.0,5.0,722500,784398,737334,839306,30,1760,50
60,1355810.0,2387,2.5,4.0,13.0,1800000,2074031,1887368,2260694,89,1525,14
20,79476.0,1515,2.0,3.0,6.0,530000,538229,505935,575905,60,652,12
40,400000.0,1141,1.0,3.0,3.0,595000,555846,494703,616989,57,567,14
60,505922.0,2946,3.0,5.0,10.0,1276500,1240466,1116419,1352108,82,2274,0
80,637000.0,1357,2.0,3.0,6.0,900000,856101,779052,933150,42,1093,40
40,457450.0,1382,1.5,3.0,6.0,585000,600172,558160,648186,59,365,13
60,806310.0,1184,1.5,3.0,4.0,1501000,1203373,1071002,1395913,12,3112,0
80,530406.0,1136,2.5,2.0,6.0,685000,680298,639480,721116,5,3466,25
80,721000.0,2388,3.0,4.0,12.0,1449000,1125012,1012511,1248763,91,4186,27
60,681200.0,2300,3.0,5.0,12.0,970500,1057882,994409,1163670,68,2187,25
80,164497.0,2723,4.5,5.0,11.0,1010000,1022908,930846,1135428,91,764,4
80,515436.0,2015,3.0,4.0,7.0,1035000,952399,866683,1076211,61,1653,0
100,838000.0,3204,3.0,5.0,10.0,860000,910690,865156,956224,73,5256,0
40,364200.0,2352,4.0,3.0,8.0,595000,569645,512681,615217,87,1849,0
60,689000.0,1511,2.0,3.0,5.0,962000,811344,754550,868138,40,1661,23
80,468000.0,1310,2.0,3.0,7.0,660000,626887,595543,664500,30,1416,6
60,489148.0,1518,2.0,3.0,7.0,702000,725836,689544,776645,52,2064,25
80,94327.0,1759,2.0,3.0,5.0,120000,131309,122117,137874,47,1393,31
60,126594.0,1203,1.5,3.0,6.0,701000,677740,637076,711627,41,808,1
80,493313.0,3561,3.5,5.0,11.0,1880000,1942505,1787105,2175606,86,5699,0
40,561851.0,1527,2.0,3.0,6.0,420000,869335,799788,930188,79,528,6
60,309714.0,1376,2.0,3.0,5.0,837000,804596,764366,844826,67,6359,25
40,891732.0,2556,4.0,4.0,10.0,2775000,2576838,2087239,2911827,34,4151,0
100,831922.0,3293,5.0,5.0,12.0,1540000,1474917,1386422,1548663,72,1024,25
40,44057.0,1384,2.0,4.0,4.0,85000,82695,74426,91791,25,3686,14
40,128558.0,2000,3.0,3.0,3.0,345000,356580,328054,388672,57,3254,40
60,107217.0,2164,3.0,3.0,7.0,1670000,1674853,1557613,1792093,67,1468,25
60,99410.0,1800,2.0,3.0,6.0,800000,881141,801838,951632,78,644,8
80,607994.0,1353,2.5,3.0,8.0,735000,744669,670202,819136,8,2904,19
40,310336.0,1200,1.0,2.0,6.0,1212500,1555078,1384019,1757238,16,842,6
60,68063.0,1284,2.0,3.0,5.0,1110000,999649,869695,1129603,76,1159,0
20,938280.0,2508,3.5,4.0,9.0,850000,1242106,1142738,1329053,98,2426,0
60,86261.0,2284,2.0,3.0,6.0,1425000,1525319,1418547,1662598,23,6269,5
60,41419.0,1240,1.0,2.0,5.0,745000,633545,582861,677893,21,2839,45
40,760780.0,1794,4.0,3.0,7.0,670000,816961,759774,890487,27,2336,0
80,439000.0,1351,2.0,3.0,7.0,702000,642245,590865,687202,36,1098,25
80,533841.0,1439,2.0,3.0,6.0,685000,664109,610980,710597,77,2110,0
100,912000.0,2810,3.0,4.0,10.0,1075000,1077747,1013082,1153189,57,1443,17
80,300100.0,760,2.0,2.0,4.0,425000,424314,398855,445530,3,3036,13
100,686760.0,1919,2.5,2.0,2.0,1060000,1082081,984694,1201110,93,332,0
80,1606000.0,2310,3.0,4.0,10.0,2300000,2075340,1743286,2345134,90,2765,6
60,384471.0,2063,2.0,4.0,7.0,1100000,1154751,1073918,1258679,86,1240,30
60,65619.0,1180,2.0,3.0,5.0,968000,926293,824401,1018922,14,1721,0
60,84757.0,1568,2.0,4.0,7.0,1355000,1395473,1255926,1521066,42,1771,0
40,279317.0,2500,3.0,4.0,4.0,555000,565388,520157,604965,79,1230,1
40,735808.0,2695,3.5,4.0,7.0,2425000,2878188,2014732,3684081,95,1872,13
80,1040000.0,2801,3.0,5.0,11.0,1200000,1260613,1147158,1374068,84,1559,0
60,415656.0,1300,2.0,3.0,5.0,890000,850722,757143,978330,48,2634,33
100,461000.0,1438,2.5,3.0,7.0,680000,641969,590611,699746,36,1051,22
40,291000.0,1460,2.0,3.0,9.0,591000,408289,383792,436869,35,960,2
40,271146.0,1164,1.0,2.0,5.0,580000,683631,622104,738321,26,795,0
100,528766.0,2670,2.5,3.0,3.0,690000,831476,673496,964512,77,5674,1
60,54901.0,840,1.0,2.0,5.0,565000,552125,496913,601816,8,964,9
100,1679530.0,5532,6.0,6.0,12.0,1300000,1603921,1507686,1716195,98,2607,0
60,683582.0,1370,2.0,3.0,7.0,985000,1063016,956714,1158687,20,4163,29
100,1955370.0,4297,3.5,5.0,9.0,2037000,2776448,2554332,3081857,97,9973,88
60,548871.0,1998,3.0,3.0,8.0,899000,978758,910245,1047271,81,1899,25
40,309060.0,1800,2.0,3.0,7.0,410000,394337,374620,414054,46,986,0
80,403305.0,1619,2.0,3.0,7.0,535000,535970,509172,568128,32,1032,0
60,607851.0,1040,2.0,4.0,5.0,655000,688026,646744,729308,44,1381,0
60,63556.0,858,1.0,2.0,4.0,2211000,1301891,1145664,1471137,15,5682,1
60,656000.0,1140,2.0,3.0,5.0,715000,727634,676700,771292,50,2382,9
20,81095.0,1239,1.0,2.0,4.0,330000,368677,309689,401858,12,888,0
100,1314000.0,3345,4.0,5.0,10.0,1812500,1795847,1688096,1903598,84,2060,25
80,697255.0,2202,2.0,3.0,7.0,1063000,1053931,948538,1127706,20,1725,4
80,524800.0,2306,3.0,4.0,9.0,1082000,1060918,997263,1135182,82,2429,60
80,100749.0,2349,2.5,4.0,8.0,1435000,1334225,1254171,1454305,52,1521,5
20,815994.0,1052,1.0,2.0,8.0,1400000,1090246,904904,1253783,77,1838,23
40,322000.0,1973,2.0,3.0,10.0,545000,502863,442519,548121,29,2508,56
60,513623.0,1166,2.0,3.0,6.0,640000,679576,632006,713555,42,1657,0
80,806310.0,1404,3.0,3.0,6.0,1112000,1105414,994873,1204901,22,2729,0
100,608000.0,1456,3.0,3.0,6.0,695000,765489,704250,811418,42,2714,1
80,210504.0,1216,2.0,2.0,5.0,718000,780232,725616,827046,7,3615,48
40,703000.0,3340,3.0,5.0,12.0,710000,742974,705825,809842,87,2034,0
40,1050300.0,3712,4.0,7.0,14.0,1425000,4523203,3844723,5880164,91,1928,4
80,802146.0,1465,2.0,3.0,7.0,1530000,1371512,1179500,1577239,68,1218,24
100,798000.0,3178,3.0,4.0,11.0,970000,919934,873937,965931,88,3097,24
60,370237.0,1850,2.0,3.0,7.0,700100,701871,638703,765039,79,1032,1
60,1507000.0,2043,2.0,4.0,7.0,1960000,1826562,1716968,1954421,22,4317,68
60,59997.0,1222,2.0,3.0,4.0,1050000,943318,811253,1113115,26,5791,1
80,292685.0,2104,3.0,4.0,9.0,750000,807382,742791,855825,68,948,8
60,780289.0,1640,2.0,3.0,6.0,1865000,1754515,1561518,1965057,62,880,0
80,449820.0,1400,2.0,3.0,6.0,680000,687123,645896,755835,76,1841,0
80,647031.0,2199,3.0,4.0,10.0,1170000,1165187,1048668,1235098,93,2478,25
60,804936.0,2562,2.5,3.0,8.0,1250000,1612309,1451078,1854155,92,1005,26
80,119464.0,1947,3.0,4.0,9.0,1420000,1498398,1348558,1603286,77,1934,7
80,657900.0,2296,2.0,4.0,8.0,860000,1011643,930712,1122924,82,3085,1
100,983241.0,1629,3.0,4.0,8.0,1455000,1280228,1075392,1472262,93,1777,23
40,2826660.0,2988,3.5,5.0,9.0,2850000,3004954,2494112,3545846,94,2872,5
40,1041390.0,1500,2.0,3.0,8.0,925000,1474629,1268181,1710570,46,3057,2
80,464504.0,2088,3.0,4.0,8.0,880000,958368,881699,1063788,62,1721,54
100,1794140.0,1915,3.5,4.0,6.0,2395000,2462313,2092966,2954776,90,2579,0
60,63750.0,1120,2.0,3.0,5.0,1855000,1954440,1387652,2599405,72,1397,0
80,728771.0,4026,3.5,6.0,6.0,2400000,2590929,2461383,2772294,96,3848,6
40,1080840.0,1981,3.0,3.0,10.0,1891000,1851970,1574175,2037167,51,2107,0
80,129516.0,1758,2.0,4.0,8.0,1300500,1026005,882364,1138866,58,3037,17
60,67309.0,1273,2.0,4.0,7.0,1500000,1234682,1135907,1395191,52,2445,25
40,2068100.0,2702,3.5,5.0,10.0,4098000,4041266,3717965,4243329,81,4298,23
40,374430.0,1115,1.0,2.0,5.0,825000,982846,864904,1140101,67,503,12
100,863752.0,2263,2.5,4.0,9.0,1170000,1147675,1067338,1239489,90,3180,17
20,1175970.0,3295,4.0,5.0,7.0,3658000,4232321,2751009,5332724,90,2530,59
60,70505.0,1663,2.0,3.0,6.0,1312000,1274685,1198204,1414900,35,5645,9
40,201874.0,2300,3.0,4.0,7.0,900000,1357181,1221463,1492899,88,989,15
60,867000.0,1375,2.0,4.0,7.0,1400000,1216619,1058459,1362613,90,1923,2
60,1241800.0,3160,4.0,4.0,6.0,1808000,1662376,1496138,1795366,97,1373,0
60,66373.0,1350,1.0,3.0,5.0,955000,856135,744837,916064,40,1444,15
60,807090.0,1897,3.0,4.0,8.0,1100000,1045814,909858,1150395,81,3613,22
40,365340.0,1002,2.0,3.0,6.0,460000,434537,404119,477991,61,760,1
60,776739.0,887,2.0,3.0,4.0,1040000,998077,808442,1087904,70,3943,28
100,543538.0,2177,2.0,5.0,9.0,1865000,1648464,1500102,1780341,89,1340,0
80,353186.0,2855,2.0,4.0,4.0,525000,524206,487512,560900,87,982,10
60,102495.0,1928,3.0,4.0,7.0,1550000,1661733,1545412,1761437,90,2857,16
40,923800.0,2225,2.0,4.0,9.0,1550000,927950,798037,1020745,74,1130,0
100,1422900.0,3440,3.5,4.0,9.0,1655000,1820484,1583821,2148171,91,5976,43
60,78383.0,1768,3.0,4.0,8.0,930000,957458,880861,1034055,79,2106,0
60,297783.0,1131,2.0,2.0,2.0,475000,557814,474142,652642,59,310,1
60,1197950.0,1989,3.0,4.0,7.0,2202000,2018776,1715960,2240841,75,2129,46
100,524212.0,2807,3.0,5.0,10.0,952500,948484,891575,995908,77,1586,0
40,239089.0,2184,1.0,2.0,8.0,1150000,1372168,1193786,1619158,45,233,15
60,169522.0,2082,2.0,4.0,10.0,1376000,1493494,1314275,1672713,73,752,0
80,932192.0,1642,2.5,3.0,6.0,1000000,1267976,1077780,1508891,68,4828,9
40,607000.0,2180,3.0,4.0,11.0,525000,550016,522515,594017,37,950,1
80,170510.0,2125,3.0,5.0,9.0,2500000,2489856,2240870,2639247,47,4089,0
40,1123930.0,2748,5.0,5.0,12.0,1000000,1298015,1194174,1362916,88,2013,60
60,1115390.0,1812,2.5,3.0,7.0,1615000,1617918,1488485,1731172,88,2066,15
100,842583.0,3529,4.0,6.0,11.0,1100000,1152141,1059970,1209748,89,1945,25
80,230734.0,1902,3.0,4.0,8.0,1565000,1605710,1493310,1718110,85,6378,26
60,58868.0,1246,1.0,3.0,6.0,1300000,1236686,1100651,1409822,31,1840,15
20,1670980.0,7360,3.5,6.0,14.0,5000000,6511100,5599546,7878431,98,2957,56
40,643770.0,1334,2.0,3.0,6.0,789000,745224,670702,797390,14,1001,18
60,53799.0,1762,1.5,3.0,7.0,850000,831767,781861,873355,73,1209,13
100,1458000.0,4064,4.5,5.0,11.0,1775000,1742567,1620587,1847121,83,3434,5
80,820500.0,3160,2.5,4.0,11.0,831500,920817,874776,1022107,82,4563,31
80,525142.0,2215,2.0,4.0,9.0,1130000,1155597,1074705,1248045,75,6804,20
40,408221.0,1232,2.0,3.0,6.0,575000,574996,540496,609496,14,2421,21
100,1006890.0,1804,3.0,3.0,6.0,1425000,1424494,1267800,1552698,60,4611,0
100,849000.0,2450,3.0,4.0,10.0,1191000,1163566,1082116,1245016,91,1766,5
80,459000.0,1780,3.0,3.0,8.0,800000,734141,675410,800214,84,3026,32
40,249350.0,750,1.0,1.0,3.0,676000,695732,640073,758348,11,488,15
20,898897.0,1800,2.0,2.0,8.0,1550000,1135783,908626,1385655,49,1307,72
80,610858.0,2756,3.0,4.0,9.0,1339000,1279510,1164354,1420256,50,1934,0
80,462149.0,1708,2.0,4.0,7.0,825000,752961,662606,828257,23,659,13
100,1757000.0,4827,4.0,6.0,10.0,2100000,2109474,1961811,2257137,92,11654,73
60,520000.0,980,1.0,3.0,6.0,644500,613368,570432,656304,29,991,48
80,426000.0,1284,2.0,3.0,6.0,660000,607203,558627,667923,17,3862,56
40,873685.0,3076,2.0,4.0,7.0,1700000,1889631,1757357,2078594,84,5672,2
60,85136.0,2022,2.5,3.0,7.0,1520000,1577532,1435554,1719510,58,1976,15
80,302803.0,2316,3.0,5.0,10.0,1016000,1028738,925864,1111037,64,854,0
80,720000.0,2125,3.0,4.0,8.0,875000,861273,800984,921562,47,1044,30
60,472150.0,1347,2.0,3.0,6.0,765000,1084301,943342,1214417,77,3731,15
60,86071.0,1603,2.0,3.0,6.0,1420500,1319649,1214077,1438417,51,1435,0
100,895292.0,3040,3.0,5.0,10.0,1600000,1570138,1491631,1648645,75,2511,25
80,613836.0,1533,2.5,3.0,8.0,880000,892442,803198,954913,54,11468,6
100,1187000.0,3429,4.0,4.0,12.0,1405000,1423458,1338051,1523100,71,1390,75
40,715000.0,2802,2.0,5.0,14.0,870000,980704,892441,1098388,68,679,2
80,416014.0,1367,2.0,3.0,5.0,1350000,1306231,1136421,1410729,49,2370,0
60,89588.0,1420,2.0,3.0,7.0,488000,664884,605044,744670,56,2134,1
40,700644.0,1163,2.0,3.0,5.0,950000,728456,648326,823155,3,2340,0
60,438433.0,1592,2.0,3.0,8.0,1495000,1479944,1198755,1790732,14,1371,50
40,34472.0,1135,2.0,3.0,6.0,560000,506558,466033,542017,50,1970,0
100,1034000.0,1760,3.0,3.0,7.0,1225000,1118161,1017527,1207614,37,2878,75
20,53427.0,2100,2.0,3.0,8.0,1492000,1846497,1606452,2086542,67,5799,1
